family	decimalLatitude	decimalLongitude
Myricaceae	19.703583	-155.097817
Myricaceae	19.703517	-155.097433
Myricaceae	19.7041	-155.095567
Myricaceae	19.704417	-155.096767
Myricaceae	19.704467	-155.097983
Myricaceae	19.7035	-155.100533
Myricaceae	19.702283	-155.09725
Myricaceae	19.704267	-155.0955
Myricaceae	19.704417	-155.098367
Myricaceae	19.704483	-155.094633
Myricaceae	19.70425	-155.0952
Myricaceae	19.70485	-155.1016
Myricaceae	19.70365	-155.098067
Myricaceae	19.703917	-155.0956
Myricaceae	19.702567	-155.097383
Myricaceae	19.7035	-155.0976
Myricaceae	19.704617	-155.095367
Myricaceae	19.703183	-155.092533
Myricaceae	19.70265	-155.0938
Myricaceae	19.704117	-155.0951
Myricaceae	19.702817	-155.097183
Myricaceae	19.703517	-155.09755
Myricaceae	19.702483	-155.0971
Myricaceae	19.700063	-155.097877
Myricaceae	19.703533	-155.095717
Myricaceae	19.70525	-155.101467
Myricaceae	19.7033	-155.098033
Myricaceae	19.703633	-155.097967
Myricaceae	19.7051	-155.101933
Myricaceae	19.704233	-155.09575
Crassulaceae	19.091324	-155.773479
Myricaceae	19.705433	-155.101017
Myricaceae	19.7026	-155.097
Myricaceae	19.705317	-155.100767
Myricaceae	19.703867	-155.095383
Myricaceae	19.704683	-155.100917
Myricaceae	19.704483	-155.095133
Myricaceae	19.705317	-155.101667
Myricaceae	19.705283	-155.1016
Myricaceae	19.704317	-155.0942
Myricaceae	19.705633	-155.1023
Myricaceae	19.7029	-155.093967
Melastomataceae	19.459633	-155.072433
Myricaceae	19.703433	-155.100417
Myricaceae	19.702767	-155.0922
Myricaceae	19.704667	-155.094733
Myricaceae	19.7059	-155.101883
Myricaceae	19.700067	-155.097883
Myricaceae	19.704033	-155.095333
Myricaceae	19.70405	-155.095833
Myricaceae	19.7029	-155.093967
Myricaceae	19.7054	-155.10155
Myricaceae	19.705733	-155.101917
Myricaceae	19.702633	-155.09535
Melastomataceae	19.800333	-155.098384
Myricaceae	19.705933	-155.102417
Myricaceae	19.705117	-155.102183
Melastomataceae	19.466782	-155.098718
Melastomataceae	19.803119	-155.099337
Melastomataceae	19.462883	-155.073033
Myricaceae	19.704883	-155.10055
Melastomataceae	19.818766	-155.104871
Myricaceae	19.705317	-155.10195
Crassulaceae	19.091846	-155.77364
Myricaceae	19.704683	-155.10115
Melastomataceae	19.652093	-155.053139
Myricaceae	19.699533	-155.094533
Melastomataceae	19.651257	-155.051871
Melastomataceae	19.818415	-155.104895
Myricaceae	19.705617	-155.101683
Melastomataceae	19.460278	-155.100038
Melastomataceae	19.810052	-155.102018
Myricaceae	19.702683	-155.094233
Melastomataceae	19.79276	-155.095881
Melastomataceae	19.814764	-155.104198
Myricaceae	19.703833	-155.092333
Myricaceae	19.705383	-155.101383
Myricaceae	19.705433	-155.101183
Myricaceae	19.705667	-155.101783
Myricaceae	19.705733	-155.102183
Melastomataceae	19.808118	-155.101243
Melastomataceae	19.6516	-155.051717
Melastomataceae	19.822962	-155.104564
Melastomataceae	19.641129	-155.045449
Melastomataceae	19.462633	-155.102017
Melastomataceae	19.464519	-154.941188
Myricaceae	19.705817	-155.1017
Melastomataceae	19.641186	-155.044711
Melastomataceae	19.806029	-155.100325
Melastomataceae	19.794344	-155.096401
Melastomataceae	19.738543	-155.141117
Melastomataceae	19.803146	-155.099341
Melastomataceae	19.462683	-155.101783
Melastomataceae	19.794396	-155.09634
Melastomataceae	19.80077	-155.098534
Melastomataceae	19.792926	-155.095816
Melastomataceae	19.651817	-155.052017
Myricaceae	19.705417	-155.101617
Melastomataceae	19.804992	-155.099984
Melastomataceae	19.657187	-155.064478
Melastomataceae	19.45855	-155.100517
Melastomataceae	19.460438	-154.940869
Myricaceae	19.705167	-155.10075
Melastomataceae	19.462817	-155.102233
Melastomataceae	19.457983	-155.1006
Melastomataceae	19.895166	-155.150385
Melastomataceae	19.4627	-155.10165
Melastomataceae	19.46285	-155.101733
Melastomataceae	19.457483	-155.099817
Melastomataceae	19.663248	-155.060536
Melastomataceae	19.4626	-155.10215
Melastomataceae	19.661067	-155.060083
Melastomataceae	19.660678	-155.058866
Melastomataceae	19.464183	-155.099683
Melastomataceae	19.653793	-155.05355
Melastomataceae	19.651905	-155.052052
Melastomataceae	19.651817	-155.0517
Melastomataceae	19.651617	-155.051567
Melastomataceae	19.881836	-155.118016
Melastomataceae	19.651467	-155.05185
Melastomataceae	19.586812	-155.066524
Melastomataceae	19.584155	-155.065572
Melastomataceae	19.822964	-155.104563
Melastomataceae	19.458413	-155.071102
Melastomataceae	19.462689	-155.101647
Melastomataceae	19.797535	-155.097534
Melastomataceae	19.79771	-155.097611
Melastomataceae	19.651917	-155.052183
Melastomataceae	19.464083	-155.099867
Melastomataceae	19.932234	-155.162185
Melastomataceae	19.487667	-154.944467
Melastomataceae	19.481703	-154.949191
Melastomataceae	19.820467	-155.153483
Melastomataceae	19.923316	-155.168981
Melastomataceae	19.923221	-155.153849
Melastomataceae	19.460117	-155.103583
Melastomataceae	19.463433	-155.102283
Melastomataceae	19.457783	-155.071583
Melastomataceae	19.46008	-155.070725
Melastomataceae	19.583752	-155.074786
Melastomataceae	19.936833	-155.1703
Melastomataceae	19.590082	-155.073248
Melastomataceae	19.46365	-155.102383
Melastomataceae	19.46395	-155.100017
Melastomataceae	19.4636	-155.0998
Melastomataceae	19.93705	-155.170183
Melastomataceae	19.8207	-155.153817
Melastomataceae	19.58245	-155.067092
Melastomataceae	19.937717	-155.16945
Melastomataceae	19.457583	-155.07065
Melastomataceae	19.651767	-155.051783
Melastomataceae	19.738543	-155.141117
Melastomataceae	19.487517	-154.94445
Melastomataceae	19.488209	-154.943392
Melastomataceae	19.895751	-155.150268
Melastomataceae	19.524933	-155.100767
Melastomataceae	19.48675	-154.94425
Melastomataceae	19.82031	-155.153846
Melastomataceae	19.487417	-154.944433
Melastomataceae	19.488083	-154.945133
Melastomataceae	19.93785	-155.168967
Melastomataceae	19.819681	-155.155697
Melastomataceae	19.48795	-154.944667
Melastomataceae	19.584297	-155.066124
Melastomataceae	19.586814	-155.063896
Melastomataceae	19.48695	-154.944233
Melastomataceae	19.932916	-155.173041
Melastomataceae	19.48665	-154.944217
Melastomataceae	19.9335	-155.1762
Melastomataceae	19.89481	-155.150901
Melastomataceae	19.937383	-155.169733
Melastomataceae	19.8202	-155.155
Melastomataceae	19.524483	-155.10085
Melastomataceae	19.523833	-155.100533
Melastomataceae	19.463646	-155.102366
Melastomataceae	19.5252	-155.1012
Melastomataceae	19.5243	-155.100733
Melastomataceae	19.524283	-155.100383
Melastomataceae	19.459609	-155.070546
Melastomataceae	19.487333	-154.9443
Melastomataceae	19.820367	-155.1535
Melastomataceae	19.482017	-154.9491
Melastomataceae	19.524717	-155.1004
Melastomataceae	19.525067	-155.1007
Melastomataceae	19.523983	-155.099933
Melastomataceae	19.52475	-155.100967
Melastomataceae	19.4874	-154.944767
Melastomataceae	19.52515	-155.101267
Melastomataceae	19.936383	-155.170533
Melastomataceae	19.820617	-155.15395
Melastomataceae	19.4874	-154.9444
Melastomataceae	19.525383	-155.10155
Melastomataceae	19.525017	-155.1007
Melastomataceae	19.524717	-155.10115
Melastomataceae	19.487283	-154.944817
Melastomataceae	19.48805	-154.945433
Melastomataceae	19.525417	-155.101333
Melastomataceae	19.487583	-154.944617
Melastomataceae	19.5254	-155.100783
Melastomataceae	19.486917	-154.944867
Melastomataceae	19.480717	-154.9511
Melastomataceae	19.48225	-154.949067
Melastomataceae	19.936233	-155.170233
Melastomataceae	19.9322	-155.173667
Melastomataceae	19.4819	-154.949217
Melastomataceae	19.488183	-154.945483
Melastomataceae	19.487883	-154.945317
Melastomataceae	19.524833	-155.10085
Melastomataceae	19.480817	-154.951133
Melastomataceae	19.524433	-155.100683
Melastomataceae	19.4843	-154.9538
Melastomataceae	19.52465	-155.1005
Melastomataceae	19.48095	-154.95115
Melastomataceae	19.524717	-155.100733
Melastomataceae	19.48755	-154.94445
Melastomataceae	19.481283	-154.9506
Melastomataceae	19.481867	-154.949267
Melastomataceae	19.524683	-155.1008
Melastomataceae	19.481	-154.950867
Melastomataceae	19.481617	-154.94985
Melastomataceae	19.5245	-155.100617
Melastomataceae	19.4843	-154.9538
Melastomataceae	19.48155	-154.950883
Melastomataceae	19.524567	-155.1008
Melastomataceae	19.522733	-155.099867
Melastomataceae	19.5252	-155.100367
Melastomataceae	19.4818	-154.949233
Melastomataceae	19.527267	-155.1008
Melastomataceae	19.488283	-154.9448
Melastomataceae	19.525317	-155.100217
Melastomataceae	19.482033	-154.948983
Melastomataceae	19.481733	-154.949417
Melastomataceae	19.525883	-155.1008
Melastomataceae	19.480567	-154.951217
Melastomataceae	19.525033	-155.10035
Melastomataceae	19.523817	-155.101267
Melastomataceae	19.5251	-155.100133
Melastomataceae	19.525233	-155.100583
Melastomataceae	19.527433	-155.101
Melastomataceae	19.524467	-155.09975
Melastomataceae	19.524817	-155.1005
Melastomataceae	19.527367	-155.101033
Melastomataceae	19.480867	-154.950983
Melastomataceae	19.524633	-155.09965
Melastomataceae	19.5274	-155.101433
Melastomataceae	19.481867	-155.949333
Melastomataceae	19.524917	-155.099967
Melastomataceae	19.52375	-155.101167
Melastomataceae	19.525633	-155.100867
Melastomataceae	19.523083	-155.102156
Melastomataceae	19.527583	-155.101333
Melastomataceae	19.527883	-155.1012
Melastomataceae	19.525067	-155.100517
Melastomataceae	19.52785	-155.101267
Melastomataceae	19.812056	-155.128574
Melastomataceae	19.524183	-155.101567
Melastomataceae	19.462883	-155.073033
Melastomataceae	19.522217	-155.100817
Melastomataceae	19.5245	-155.100267
Melastomataceae	19.480967	-154.95095
Melastomataceae	19.811475	-155.129147
Melastomataceae	19.481683	-154.950517
Melastomataceae	19.52525	-155.099983
Melastomataceae	19.812224	-155.130045
Melastomataceae	20.066916	-155.438097
Melastomataceae	19.481667	-154.94985
Melastomataceae	19.526833	-155.101067
Melastomataceae	20.066284	-155.438612
Melastomataceae	19.52755	-155.101117
Melastomataceae	19.810901	-155.130574
Melastomataceae	19.527317	-155.101267
Melastomataceae	19.4579	-155.069933
Melastomataceae	19.527417	-155.101817
Melastomataceae	19.853305	-155.152944
Melastomataceae	19.811435	-155.129019
Melastomataceae	19.811948	-155.128603
Melastomataceae	19.525083	-155.1003
Melastomataceae	19.81132	-155.129263
Melastomataceae	19.811603	-155.128755
Melastomataceae	19.819506	-155.142016
Melastomataceae	19.81099	-155.131462
Melastomataceae	19.524133	-155.101917
Melastomataceae	19.811038	-155.130171
Melastomataceae	19.817271	-155.131598
Melastomataceae	19.527383	-155.1012
Melastomataceae	19.481983	-154.949233
Melastomataceae	19.812015	-155.128624
Melastomataceae	19.805268	-155.132446
Melastomataceae	19.524283	-155.1016
Melastomataceae	19.525017	-155.100033
Melastomataceae	19.812252	-155.129287
Melastomataceae	19.810906	-155.130937
Melastomataceae	19.811283	-155.129373
Melastomataceae	19.853274	-155.152969
Melastomataceae	19.811345	-155.129095
Melastomataceae	19.819659	-155.14013
Melastomataceae	19.811112	-155.129771
Melastomataceae	19.81674	-155.128722
Melastomataceae	19.522883	-155.100683
Melastomataceae	19.805474	-155.130282
Melastomataceae	19.816938	-155.129219
Melastomataceae	19.810874	-155.131043
Melastomataceae	19.85338	-155.152972
Melastomataceae	19.523467	-155.10185
Melastomataceae	19.805792	-155.128902
Melastomataceae	19.524883	-155.09935
Melastomataceae	19.816388	-155.127555
Melastomataceae	19.805959	-155.133265
Melastomataceae	19.81689	-155.127329
Melastomataceae	19.805208	-155.131677
Melastomataceae	19.810916	-155.130323
Melastomataceae	19.811126	-155.132118
Melastomataceae	19.805696	-155.129888
Melastomataceae	19.520614	-154.882319
Melastomataceae	19.805797	-155.12889
Melastomataceae	19.523933	-155.10175
Melastomataceae	19.853603	-155.152747
Melastomataceae	19.853565	-155.153179
Melastomataceae	19.805585	-155.128892
Melastomataceae	19.805626	-155.133547
Melastomataceae	19.805663	-155.13322
Melastomataceae	19.806518	-155.133964
Melastomataceae	19.805388	-155.133053
Melastomataceae	19.80439	-155.12992
Melastomataceae	19.805153	-155.132315
Melastomataceae	19.811675	-155.128737
Melastomataceae	19.805833	-155.129036
Melastomataceae	19.805361	-155.129812
Melastomataceae	19.805429	-155.130559
Melastomataceae	19.803905	-155.133473
Melastomataceae	19.853354	-155.153397
Melastomataceae	19.806116	-155.133722
Melastomataceae	19.805626	-155.130771
Melastomataceae	20.066812	-155.4381
Melastomataceae	19.80469	-155.131763
Melastomataceae	19.805336	-155.131689
Melastomataceae	19.805492	-155.12971
Melastomataceae	19.806412	-155.134099
Melastomataceae	19.805838	-155.128913
Melastomataceae	19.806623	-155.134129
Melastomataceae	19.805831	-155.129013
Melastomataceae	19.853354	-155.153308
Melastomataceae	19.805637	-155.131019
Melastomataceae	19.805508	-155.130553
Melastomataceae	19.804174	-155.13053
Melastomataceae	19.805888	-155.128734
Melastomataceae	19.805928	-155.128811
Melastomataceae	19.805387	-155.13144
Melastomataceae	19.805096	-155.131105
Melastomataceae	19.805661	-155.126946
Melastomataceae	19.805827	-155.128629
Melastomataceae	19.804106	-155.130399
Melastomataceae	19.805736	-155.128937
Melastomataceae	19.805603	-155.12527
Melastomataceae	19.523753	-154.873872
Melastomataceae	19.805339	-155.129746
Melastomataceae	19.853803	-155.153339
Melastomataceae	19.805299	-155.131721
Melastomataceae	19.805309	-155.131162
Melastomataceae	19.804802	-155.128806
Melastomataceae	19.805236	-155.129311
Melastomataceae	19.804284	-155.134312
Melastomataceae	19.804595	-155.131924
Melastomataceae	19.804782	-155.132216
Melastomataceae	19.804599	-155.130161
Melastomataceae	19.805082	-155.132161
Melastomataceae	19.804664	-155.130093
Melastomataceae	19.804683	-155.134243
Melastomataceae	19.805316	-155.129347
Melastomataceae	19.805635	-155.126867
Melastomataceae	19.804524	-155.129449
Melastomataceae	19.805848	-155.128683
Melastomataceae	19.805517	-155.129639
Melastomataceae	19.722626	-155.135498
Melastomataceae	19.804628	-155.131956
Melastomataceae	19.805759	-155.127027
Melastomataceae	19.524395	-154.873071
Melastomataceae	19.803654	-155.128509
Melastomataceae	19.805797	-155.128763
Melastomataceae	19.895957	-155.150063
Melastomataceae	19.804915	-155.131204
Melastomataceae	19.806548	-155.134342
Melastomataceae	19.805758	-155.127087
Melastomataceae	19.803145	-155.129297
Melastomataceae	19.564487	-155.917466
Melastomataceae	19.804656	-155.13305
Melastomataceae	19.521366	-154.880478
Melastomataceae	19.805102	-155.130109
Melastomataceae	19.523828	-154.87353
Melastomataceae	19.803941	-155.13548
Melastomataceae	19.805545	-155.129419
Melastomataceae	19.562758	-155.916847
Melastomataceae	19.806179	-155.134223
Melastomataceae	19.520599	-154.873912
Melastomataceae	19.520744	-154.875899
Melastomataceae	19.523712	-154.874339
Melastomataceae	19.80447	-155.134265
Melastomataceae	19.803816	-155.131508
Melastomataceae	19.426814	-155.852834
Melastomataceae	19.523675	-154.874338
Melastomataceae	19.524073	-154.873227
Melastomataceae	19.524314	-154.873007
Melastomataceae	19.723108	-155.136346
Melastomataceae	19.819454	-155.142252
Melastomataceae	19.8047	-155.131385
Melastomataceae	19.804626	-155.13133
Melastomataceae	19.427117	-155.864321
Melastomataceae	19.805881	-155.128914
Melastomataceae	19.820253	-155.153996
Melastomataceae	19.522966	-154.873949
Melastomataceae	19.523746	-154.873222
Melastomataceae	19.563845	-155.918104
Melastomataceae	19.820354	-155.153605
Melastomataceae	19.805414	-155.130263
Melastomataceae	19.523526	-154.873136
Melastomataceae	19.42389	-155.863801
Melastomataceae	19.522474	-154.87305
Melastomataceae	19.524009	-154.872986
Melastomataceae	19.423724	-155.863878
Melastomataceae	19.921399	-155.165711
Melastomataceae	19.830644	-155.085728
Melastomataceae	19.73049	-155.148537
Melastomataceae	19.524223	-154.873077
Melastomataceae	19.524341	-154.873179
Melastomataceae	19.523429	-154.872921
Melastomataceae	19.523703	-154.87313
Melastomataceae	19.509592	-154.999282
Melastomataceae	19.521557	-154.873431
Melastomataceae	19.820521	-155.153926
Melastomataceae	19.820215	-155.154139
Melastomataceae	19.523939	-154.873136
Melastomataceae	19.524132	-154.873002
Melastomataceae	19.523665	-154.872846
Melastomataceae	19.523671	-154.874611
Melastomataceae	19.523413	-154.873012
Melastomataceae	19.803886	-155.131018
Melastomataceae	19.523215	-154.873297
Melastomataceae	19.805062	-155.136407
Melastomataceae	19.522823	-154.87269
Melastomataceae	19.52418	-154.87291
Melastomataceae	19.523376	-154.872916
Melastomataceae	19.523638	-154.873264
Melastomataceae	19.521471	-154.873045
Melastomataceae	19.523901	-154.873275
Melastomataceae	19.523504	-154.872841
Melastomataceae	19.524212	-154.873222
Melastomataceae	19.524014	-154.873045
Melastomataceae	19.523735	-154.872948
Melastomataceae	19.898411	-155.145989
Melastomataceae	19.524325	-154.872953
Melastomataceae	19.523934	-154.8729
Melastomataceae	19.5241	-154.873098
Melastomataceae	19.524132	-154.873463
Melastomataceae	19.820661	-155.153571
Melastomataceae	19.524159	-154.872959
Melastomataceae	19.524277	-154.872943
Melastomataceae	19.523255	-154.873981
Melastomataceae	19.52351	-154.873104
Melastomataceae	19.830719	-155.086656
Melastomataceae	19.523596	-154.87291
Melastomataceae	19.522963	-154.873399
Melastomataceae	19.524068	-154.87305
Melastomataceae	19.523832	-154.873264
Melastomataceae	19.524304	-154.872937
Melastomataceae	19.523944	-154.873501
Melastomataceae	19.523976	-154.872835
Melastomataceae	19.52432	-154.873125
Melastomataceae	19.523638	-154.872792
Melastomataceae	19.523547	-154.873195
Melastomataceae	19.524255	-154.8732
Melastomataceae	19.453386	-154.937627
Melastomataceae	19.524084	-154.873082
Melastomataceae	19.798753	-155.136099
Melastomataceae	19.522845	-154.872642
Melastomataceae	19.524309	-154.873125
Melastomataceae	19.522893	-154.873141
Melastomataceae	19.89598	-155.150587
Melastomataceae	19.524331	-154.872948
Melastomataceae	19.523333	-154.873259
Melastomataceae	19.523322	-154.872825
Melastomataceae	19.523054	-154.873152
Melastomataceae	19.523526	-154.873104
Melastomataceae	19.522882	-154.872921
Melastomataceae	19.524089	-154.873093
Melastomataceae	19.521182	-154.872868
Melastomataceae	19.895483	-155.150648
Melastomataceae	19.520994	-154.872953
Melastomataceae	19.524137	-154.873259
Melastomataceae	19.523531	-154.873104
Melastomataceae	19.895757	-155.150384
Melastomataceae	19.521461	-154.872969
Melastomataceae	19.895566	-155.150496
Melastomataceae	19.895781	-155.150613
Melastomataceae	19.524046	-154.873023
Melastomataceae	19.52432	-154.873125
Melastomataceae	19.50894	-155.0073
Melastomataceae	19.89593	-155.150988
Melastomataceae	19.820194	-155.143127
Melastomataceae	19.895412	-155.150503
Melastomataceae	19.895574	-155.150572
Melastomataceae	19.896017	-155.150559
Melastomataceae	19.583436	-155.063733
Melastomataceae	19.798935	-155.135263
Melastomataceae	19.524298	-154.872932
Melastomataceae	19.523392	-154.872798
Melastomataceae	19.894835	-155.149902
Melastomataceae	19.895423	-155.150389
Melastomataceae	19.895277	-155.150435
Melastomataceae	19.895726	-155.150495
Melastomataceae	19.895367	-155.150484
Melastomataceae	19.523767	-154.873125
Melastomataceae	19.895482	-155.150667
Melastomataceae	19.894765	-155.152321
Melastomataceae	19.584954	-155.068143
Melastomataceae	19.453338	-154.937611
Melastomataceae	19.895449	-155.150456
Melastomataceae	19.895367	-155.150484
Melastomataceae	19.572521	-155.082831
Melastomataceae	19.895537	-155.150591
Melastomataceae	19.656097	-155.110098
Melastomataceae	19.895864	-155.15051
Melastomataceae	19.588815	-155.079197
Melastomataceae	19.591171	-155.077735
Melastomataceae	19.515077	-154.999768
Melastomataceae	19.894556	-155.152203
Melastomataceae	19.508151	-155.006806
Melastomataceae	19.584267	-155.068266
Melastomataceae	19.451433	-154.930058
Melastomataceae	19.895765	-155.150441
Melastomataceae	19.523596	-154.873098
Melastomataceae	19.508103	-155.007386
Melastomataceae	19.895376	-155.150465
Melastomataceae	19.604802	-155.070241
Melastomataceae	19.507792	-155.006672
Melastomataceae	19.583892	-155.068266
Melastomataceae	19.508913	-155.007268
Melastomataceae	19.515313	-154.999784
Melastomataceae	19.818359	-155.141663
Melastomataceae	19.584594	-155.068347
Melastomataceae	19.514278	-154.997998
Melastomataceae	19.809415	-155.120379
Melastomataceae	19.507905	-155.007418
Melastomataceae	19.660899	-155.124559
Melastomataceae	19.513226	-154.998679
Melastomataceae	19.584171	-155.06479
Melastomataceae	19.58424	-155.064147
Melastomataceae	19.565535	-155.093206
Melastomataceae	19.508919	-155.007284
Melastomataceae	19.568136	-155.099632
Melastomataceae	19.894534	-155.152118
Melastomataceae	19.50806	-155.007252
Melastomataceae	19.515131	-154.999672
Melastomataceae	19.895421	-155.150494
Melastomataceae	19.809223	-155.119868
Melastomataceae	19.791594	-155.109416
Melastomataceae	19.799675	-155.12909
Melastomataceae	19.583731	-155.068363
Melastomataceae	19.78797	-155.105667
Melastomataceae	19.655319	-155.109669
Melastomataceae	19.584117	-155.065386
Melastomataceae	19.894727	-155.152252
Melastomataceae	19.799413	-155.134878
Melastomataceae	19.58423	-155.064066
Melastomataceae	19.470279	-154.913626
Melastomataceae	19.791784	-155.113698
Melastomataceae	19.568399	-155.095829
Melastomataceae	19.567659	-155.097116
Melastomataceae	19.783768	-155.125059
Melastomataceae	19.782917	-155.122677
Melastomataceae	19.584112	-155.067038
Melastomataceae	19.655328	-155.112997
Melastomataceae	19.462815	-154.889297
Melastomataceae	19.584036	-155.065048
Melastomataceae	19.514186	-154.999205
Melastomataceae	19.581569	-155.071877
Melastomataceae	19.775702	-155.119464
Melastomataceae	19.784802	-155.11294
Melastomataceae	19.58401	-155.068234
Melastomataceae	19.468358	-154.913873
Melastomataceae	19.469474	-154.913718
Melastomataceae	19.56562	-155.096269
Melastomataceae	19.514857	-154.998411
Melastomataceae	19.466631	-154.913959
Melastomataceae	19.468932	-154.913787
Melastomataceae	19.514508	-154.999291
Melastomataceae	19.566371	-155.093699
Melastomataceae	19.469941	-154.913669
Melastomataceae	19.565154	-155.09297
Melastomataceae	19.468487	-154.913878
Melastomataceae	19.565974	-155.094702
Melastomataceae	19.467596	-154.913873
Melastomataceae	19.524116	-154.874253
Melastomataceae	19.468203	-154.913878
Melastomataceae	19.568437	-155.09496
Melastomataceae	19.469908	-154.91368
Melastomataceae	19.470997	-154.913594
Melastomataceae	19.564735	-155.096623
Melastomataceae	19.454319	-154.899414
Melastomataceae	19.44704	-154.91453
Melastomataceae	19.466631	-154.914023
Melastomataceae	19.47044	-154.913707
Melastomataceae	19.568381	-155.085141
Melastomataceae	19.604131	-155.05768
Melastomataceae	19.515254	-154.998647
Melastomataceae	19.591515	-155.072685
Melastomataceae	19.468144	-154.913916
Melastomataceae	19.464307	-154.886446
Melastomataceae	19.592491	-155.07325
Melastomataceae	19.454814	-154.900801
Melastomataceae	19.463238	-154.887419
Melastomataceae	19.565449	-155.095534
Melastomataceae	19.47	-154.913653
Melastomataceae	19.472494	-154.913503
Melastomataceae	19.560594	-155.090164
Melastomataceae	19.451218	-154.902296
Melastomataceae	19.502572	-155.002477
Melastomataceae	19.503323	-155.001721
Melastomataceae	19.586341	-155.066556
Melastomataceae	19.523643	-154.872133
Melastomataceae	19.56643	-155.094
Melastomataceae	19.564269	-155.097401
Melastomataceae	19.462675	-154.893086
Melastomataceae	19.452009	-155.114114
Melastomataceae	19.448601	-154.912815
Melastomataceae	19.45089	-154.915005
Melastomataceae	19.591641	-155.073078
Melastomataceae	19.505582	-155.000712
Melastomataceae	19.452302	-154.902504
Melastomataceae	19.469758	-154.91368
Melastomataceae	19.4629	-154.893041
Melastomataceae	19.508532	-155.000262
Melastomataceae	19.592069	-155.073844
Melastomataceae	19.480489	-154.919886
Melastomataceae	19.519109	-154.873848
Melastomataceae	19.452803	-154.9129
Melastomataceae	19.503651	-155.003598
Melastomataceae	19.45243	-154.902437
Melastomataceae	19.51867	-154.88431
Melastomataceae	19.452428	-154.912343
Melastomataceae	19.48102	-154.919486
Melastomataceae	19.503688	-155.003614
Melastomataceae	19.464369	-154.886459
Melastomataceae	19.453751	-154.902099
Melastomataceae	19.502941	-155.003803
Melastomataceae	19.454872	-154.900654
Melastomataceae	19.463115	-154.887502
Melastomataceae	19.504519	-155.00491
Melastomataceae	19.471622	-154.91318
Melastomataceae	19.503318	-155.00384
Melastomataceae	19.818251	-155.142615
Melastomataceae	19.452422	-154.902443
Melastomataceae	19.459481	-155.069868
Melastomataceae	19.45925	-155.068677
Melastomataceae	19.454192	-154.89953
Melastomataceae	19.453385	-154.89861
Melastomataceae	19.448102	-154.913657
Melastomataceae	19.452418	-154.902477
Melastomataceae	19.503598	-155.004389
Melastomataceae	19.459672	-155.069735
Melastomataceae	19.818105	-155.143033
Melastomataceae	19.471676	-154.912987
Melastomataceae	19.503774	-155.003014
Melastomataceae	19.46017	-155.069411
Melastomataceae	19.471589	-154.913175
Melastomataceae	19.71212	-155.13928
Melastomataceae	19.45897	-155.07061
Melastomataceae	19.816702	-155.145069
Melastomataceae	19.448406	-154.913072
Melastomataceae	19.708573	-155.143981
Melastomataceae	19.70939	-155.139678
Melastomataceae	19.459926	-155.069602
Melastomataceae	19.470744	-154.912801
Melastomataceae	19.454448	-154.900665
Melastomataceae	19.447982	-154.911691
Melastomataceae	19.471508	-154.913201
Melastomataceae	19.460317	-155.070248
Melastomataceae	19.471651	-154.913195
Melastomataceae	19.450152	-154.913381
Melastomataceae	19.471421	-154.91327
Melastomataceae	19.471398	-154.913249
Melastomataceae	19.471669	-154.912989
Melastomataceae	19.819475	-155.142032
Melastomataceae	19.471414	-154.913143
Melastomataceae	19.481681	-154.919803
Melastomataceae	19.460019	-155.069961
Melastomataceae	19.470782	-154.912691
Melastomataceae	19.471543	-154.913186
Melastomataceae	19.470925	-154.913318
Melastomataceae	19.471585	-154.912714
Melastomataceae	19.471562	-154.912985
Melastomataceae	19.471674	-154.913148
Melastomataceae	19.471657	-154.912765
Melastomataceae	19.471613	-154.913181
Melastomataceae	19.471549	-154.912854
Melastomataceae	19.471589	-154.912418
Melastomataceae	19.471506	-154.912597
Melastomataceae	19.465094	-154.913708
Melastomataceae	19.471652	-154.913169
Melastomataceae	19.471384	-154.912464
Melastomataceae	19.470796	-154.912842
Melastomataceae	19.47083	-154.912431
Melastomataceae	19.471435	-154.912742
Melastomataceae	19.470796	-154.913042
Melastomataceae	19.470853	-154.912934
Melastomataceae	19.470789	-154.913241
Melastomataceae	19.47157	-154.912593
Melastomataceae	19.645179	-154.987006
Melastomataceae	19.70919	-155.140202
Melastomataceae	19.471444	-154.912899
Melastomataceae	19.471639	-154.912946
Melastomataceae	19.465173	-154.913915
Melastomataceae	19.47062	-154.912811
Melastomataceae	19.465089	-154.913634
Melastomataceae	19.470849	-154.913305
Melastomataceae	19.470886	-154.913335
Melastomataceae	19.470681	-154.912441
Melastomataceae	19.471522	-154.912781
Melastomataceae	19.470687	-154.912829
Melastomataceae	19.470626	-154.912541
Melastomataceae	19.470623	-154.912608
Melastomataceae	19.470908	-154.913245
Melastomataceae	19.465332	-154.913237
Melastomataceae	19.46515	-154.91355
Melastomataceae	19.470753	-154.913355
Melastomataceae	19.465071	-154.913056
Melastomataceae	19.647415	-154.984054
Melastomataceae	19.470876	-154.913126
Melastomataceae	19.465156	-154.913919
Melastomataceae	19.465161	-154.913709
Melastomataceae	19.470892	-154.912443
Melastomataceae	19.47144	-154.913137
Melastomataceae	19.465173	-154.913032
Melastomataceae	19.470641	-154.912765
Melastomataceae	19.470859	-154.912627
Melastomataceae	19.47087	-154.913464
Melastomataceae	19.46525	-154.913291
Melastomataceae	19.46534	-154.91331
Melastomataceae	19.465204	-154.913703
Melastomataceae	19.465098	-154.913349
