family	decimalLatitude	decimalLongitude
Haloragaceae	44.231422	-88.452111
Lythraceae	44.23512	-86.30422
Lythraceae	44.2322	-86.0118
Haloragaceae	44.23275	-89.16245
Haloragaceae	44.2359	-89.14031
Lythraceae	44.23591	-89.14032
Lythraceae	44.23825	-86.30563
Lythraceae	44.2406	-91.8825
Haloragaceae	44.239731	-85.427551
Lythraceae	44.2417	-114.434
Haloragaceae	44.2432	-75.83299
Haloragaceae	44.24171	-76.07716
Haloragaceae	44.24172	-73.24957
Haloragaceae	44.243539	-75.833044
Lythraceae	44.24745	-86.31509
Lythraceae	44.24799	-83.45913
Haloragaceae	44.24584	-85.47967
Haloragaceae	44.24862	-86.32138
Lythraceae	44.24826	-83.45825
Characeae	44.2477	-84.04185
Lythraceae	44.24971	-88.31137
Haloragaceae	44.2499	-91.8968
Lythraceae	44.24949	-86.31932
Haloragaceae	44.25006	-73.1329
Haloragaceae	44.25039	-73.13339
Lythraceae	44.25216	-86.298
Typhaceae	44.25204	-86.29716
Lythraceae	44.25257	-86.31322
Araceae	44.2514	-91.8963
Lythraceae	44.25189	-83.45094
Haloragaceae	44.25247	-75.73781
Haloragaceae	44.252556	-75.737446
Hydrocharitaceae	44.25393	-73.37674
Haloragaceae	44.252556	-75.737446
Lythraceae	44.25662	-86.3172
Lythraceae	44.25477	-86.22025
Haloragaceae	44.254687	-89.898737
Potamogetonaceae	44.25247	-75.73781
Lythraceae	44.25571	-86.23209
Lythraceae	44.25625	-86.28967
Poaceae	44.255312	-94.69621
Typhaceae	44.25549	-86.29898
Lythraceae	44.25571	-86.29856
Lythraceae	44.2567	-86.3333
Iridaceae	44.2572	-71.2528
Lythraceae	44.25669	-86.3336
Haloragaceae	44.257835	-74.265717
Lythraceae	44.25774	-88.86404
Lythraceae	44.25956	-86.08005
Haloragaceae	44.25963	-85.94021
Butomaceae	44.2614	-93.3611
Haloragaceae	44.26062	-74.26681
Lythraceae	44.26086	-86.26438
Lythraceae	44.26023	-86.28098
Butomaceae	44.2616	-88.86662
Lythraceae	44.26114	-86.03106
Lythraceae	44.26198	-86.20275
Butomaceae	44.2614	-93.3611
Typhaceae	44.26265	-86.29745
Lythraceae	44.26204	-86.30797
Lythraceae	44.26367	-86.24742
Haloragaceae	44.263033	-89.185949
Haloragaceae	44.264	-85.95422
Lythraceae	44.26483	-85.95403
Haloragaceae	44.2652	-88.3783
Lythraceae	44.26548	-86.29436
Lythraceae	44.26736	-85.99742
Hydrocharitaceae	44.2675	-73.2661
Typhaceae	44.26759	-86.01286
Lythraceae	44.26652	-85.94611
Typhaceae	44.26882	-85.97585
Lythraceae	44.26733	-86.0136
Haloragaceae	44.2675	-73.2661
Lythraceae	44.26861	-85.98483
Haloragaceae	44.2675	-73.2661
Lythraceae	44.26897	-85.47095
Haloragaceae	44.26858	-86.00154
Potamogetonaceae	44.26785	-86.01082
Lythraceae	44.26879	-85.99627
Haloragaceae	44.26969	-88.31398
Lythraceae	44.26752	-86.0201
Typhaceae	44.26809	-85.97752
Haloragaceae	44.26954	-74.32354
Typhaceae	44.26954	-86.01395
Typhaceae	44.26863	-85.99564
Potamogetonaceae	44.2675	-73.2661
Typhaceae	44.26799	-85.9541
Haloragaceae	44.26851	-85.97608
Lythraceae	44.26762	-86.06765
Haloragaceae	44.26916	-75.73626
Haloragaceae	44.2701	-88.29816
Potamogetonaceae	44.2701	-88.29816
Lythraceae	44.27019	-85.97592
Lythraceae	44.27185	-89.17237
Lythraceae	44.27216	-85.96169
Potamogetonaceae	44.2705	-85.95753
Lythraceae	44.27134	-85.95904
Brassicaceae	44.27089	-85.88184
Typhaceae	44.27363	-85.86712
Lythraceae	44.27001	-86.2932
Lythraceae	44.27247	-85.87921
Typhaceae	44.27439	-85.8652
Potamogetonaceae	44.27351	-85.86945
Haloragaceae	44.27382	-89.88153
Haloragaceae	44.273506	-89.880996
Haloragaceae	44.27409	-85.86401
Lythraceae	44.2732	-85.97206
Haloragaceae	44.27417	-93.78167
Haloragaceae	44.274705	-93.759727
Haloragaceae	44.27552	-93.7257
Haloragaceae	44.274705	-93.759727
Potamogetonaceae	44.27616	-88.89014
Lythraceae	44.27504	-88.26778
Haloragaceae	44.27616	-88.89014
Butomaceae	44.27616	-88.89014
Potamogetonaceae	44.27633	-87.7563
Typhaceae	44.27621	-85.86391
Poaceae	44.27739	-91.97222
Potamogetonaceae	44.27626	-85.85916
Haloragaceae	44.27552	-93.7257
Lythraceae	44.27864	-73.33305
Haloragaceae	44.27864	-73.33305
Haloragaceae	44.27978	-75.77617
Haloragaceae	44.279505	-72.058427
Haloragaceae	44.27864	-73.33305
Haloragaceae	44.28096	-90.11669
Haloragaceae	44.28082	-89.09402
Haloragaceae	44.28172	-89.09811
Haloragaceae	44.28175	-89.10384
Lythraceae	44.28172	-89.09811
Haloragaceae	44.28082	-89.09402
Lythraceae	44.28175	-89.10384
Haloragaceae	44.28246	-74.13584
Haloragaceae	44.281996	-74.135711
Haloragaceae	44.28313	-75.64548
Potamogetonaceae	44.28313	-75.64548
Lythraceae	44.28363	-85.86122
Haloragaceae	44.283665	-74.1768
Haloragaceae	44.28487	-87.73354
Lythraceae	44.28335	-85.86166
Potamogetonaceae	44.28503	-85.85984
Lythraceae	44.28368	-86.15974
Lythraceae	44.28432	-83.7935
Potamogetonaceae	44.28473	-85.85872
Typhaceae	44.28369	-85.86062
Haloragaceae	44.283665	-74.1768
Typhaceae	44.28427	-85.86079
Haloragaceae	44.28374	-74.17849
Lythraceae	44.28426	-86.1612
Haloragaceae	44.285534	-89.10567
Haloragaceae	44.28656	-75.80879
Lythraceae	44.28587	-88.36396
Lythraceae	44.28584	-89.10577
Potamogetonaceae	44.28693	-89.1747
Lythraceae	44.28926	-86.14121
Hydrocharitaceae	44.2883	-84.1736
Lythraceae	44.28851	-83.49786
Potamogetonaceae	44.28995	-89.1636
Potamogetonaceae	44.28989	-89.16302
Lythraceae	44.28875	-86.14143
Potamogetonaceae	44.29008	-90.72299
Butomaceae	44.289452	-93.341904
Lythraceae	44.28986	-89.1035
Lythraceae	44.29013	-86.1122
Haloragaceae	44.28949	-74.188769
Potamogetonaceae	44.28975	-89.16657
Haloragaceae	44.29008	-90.72299
Lythraceae	44.29104	-86.11448
Haloragaceae	44.29072	-86.11664
Potamogetonaceae	44.29044	-73.98129
Haloragaceae	44.29108	-75.775108
Typhaceae	44.29091	-86.13571
Haloragaceae	44.29298	-86.13542
Typhaceae	44.29333	-85.86112
Potamogetonaceae	44.29356	-86.11989
Haloragaceae	44.29146	-74.19045
Lythraceae	44.29396	-83.58275
Haloragaceae	44.29146	-74.19045
Haloragaceae	44.29198	-85.85921
Potamogetonaceae	44.29358	-85.86152
Haloragaceae	44.29094	-75.77577
Haloragaceae	44.292558	-74.325441
Haloragaceae	44.29168	-89.18181
Potamogetonaceae	44.294134	-96.248371
Haloragaceae	44.291644	-89.181504
Lythraceae	44.29169	-89.18181
Haloragaceae	44.293574	-93.428277
Haloragaceae	44.293574	-93.428277
Lythraceae	44.29406	-86.12461
Boraginaceae	44.294912	-92.215112
Lythraceae	44.29432	-86.12617
Haloragaceae	44.29593	-87.73402
Lythraceae	44.29593	-87.73402
Butomaceae	44.296579	-93.30328
Typhaceae	44.29485	-86.13411
Haloragaceae	44.29472	-74.15887
Hydrocharitaceae	44.295964	-84.168663
Haloragaceae	44.29832	-74.35928
Potamogetonaceae	44.29606	-85.85998
Potamogetonaceae	44.29593	-87.73402
Potamogetonaceae	44.29593	-87.73402
Haloragaceae	44.29823	-85.86186
Lythraceae	44.29829	-84.62179
Lythraceae	44.2989	-84.19571
Haloragaceae	44.294775	-74.156268
Typhaceae	44.3	-94.25
Lythraceae	44.29908	-84.65007
Lythraceae	44.2986	-84.1956
Haloragaceae	44.29832	-74.35928
Haloragaceae	44.299	-69.91044
Potamogetonaceae	44.29974	-91.22629
Typhaceae	44.3	-94.18
Haloragaceae	44.30064	-69.97144
Potamogetonaceae	44.30246	-85.84988
Lythraceae	44.30296	-83.40771
Haloragaceae	44.303114	-74.352942
Potamogetonaceae	44.30181	-85.85458
Lythraceae	44.30523	-84.50029
Haloragaceae	44.30347	-74.36955
Haloragaceae	44.30467	-73.99537
Haloragaceae	44.3045	-74.34832
Haloragaceae	44.30347	-74.36955
Haloragaceae	44.3045	-74.34832
Typhaceae	44.30516	-86.01379
Potamogetonaceae	44.30665	-74.18552
Iridaceae	44.3061	-72.4463
Haloragaceae	44.30638	-85.85096
Haloragaceae	44.30665	-74.18552
Potamogetonaceae	44.30577	-94.73619
Haloragaceae	44.30936	-85.84814
Haloragaceae	44.30899	-72.44424
Lythraceae	44.3089	-88.35
Potamogetonaceae	44.3096	-85.26159
Haloragaceae	44.308109	-74.183768
Butomaceae	44.30935	-93.27256
Typhaceae	44.30964	-86.16179
Haloragaceae	44.30899	-72.44424
Typhaceae	44.31145	-85.84947
Haloragaceae	44.3131	-74.12965
Potamogetonaceae	44.31148	-85.84951
Haloragaceae	44.31596	-85.85306
Lythraceae	44.31165	-85.27095
Typhaceae	44.31183	-85.85595
Lythraceae	44.3133	-88.4406
Potamogetonaceae	44.315741	-91.35062
Haloragaceae	44.314882	-75.72906
Haloragaceae	44.31402	-74.37631
Haloragaceae	44.314496	-74.125988
Characeae	44.31643	-84.76038
Haloragaceae	44.31367	-74.376831
Haloragaceae	44.31551	-75.7271
Haloragaceae	44.314777	-75.77884
Haloragaceae	44.3131	-74.12965
Haloragaceae	44.31367	-74.376831
Potamogetonaceae	44.3131	-74.12965
Lythraceae	44.31942	-89.09764
Brassicaceae	44.315741	-91.35062
Haloragaceae	44.31775	-89.32417
Potamogetonaceae	44.314496	-74.125988
Typhaceae	44.31652	-86.26321
Haloragaceae	44.31943	-73.97369
Haloragaceae	44.31828	-75.77492
Haloragaceae	44.32033	-74.38548
Haloragaceae	44.320059	-74.386276
Haloragaceae	44.32029	-74.34749
Lythraceae	44.32134	-83.54992
Potamogetonaceae	44.32262	-89.1815
Typhaceae	44.32266	-85.84924
Haloragaceae	44.322231	-85.246712
Haloragaceae	44.32262	-89.1815
Haloragaceae	44.323113	-74.349052
Haloragaceae	44.32331	-74.35867
Potamogetonaceae	44.32378	-88.16306
Iridaceae	44.32365	-89.19115
Lythraceae	44.32386	-89.16904
Haloragaceae	44.32378	-88.16306
Potamogetonaceae	44.323788	-86.135402
Potamogetonaceae	44.324462	-88.946342
Potamogetonaceae	44.32454	-88.94682
Haloragaceae	44.32385	-89.16904
Brassicaceae	44.324017	-113.042793
Brassicaceae	44.324518	-70.705175
Lythraceae	44.32378	-88.16306
Haloragaceae	44.323867	-89.169559
Haloragaceae	44.32444	-89.35097
Lythraceae	44.32445	-89.35097
Butomaceae	44.32454	-88.94682
Typhaceae	44.32566	-86.24334
Potamogetonaceae	44.32523	-90.01297
Haloragaceae	44.3248	-88.16438
Typhaceae	44.32519	-85.84956
Lythraceae	44.3248	-88.16438
Potamogetonaceae	44.3258	-89.8422
Potamogetonaceae	44.32611	-89.84238
Haloragaceae	44.32676	-85.85036
Haloragaceae	44.325936	-89.179115
Haloragaceae	44.32512	-89.34878
Potamogetonaceae	44.32676	-89.19368
Potamogetonaceae	44.32738	-89.18979
Iridaceae	44.32676	-89.19368
Haloragaceae	44.32777	-89.16514
Potamogetonaceae	44.32746	-85.8193
Brassicaceae	44.32747	-85.145565
Brassicaceae	44.32747	-85.145565
Haloragaceae	44.327756	-89.1653
Haloragaceae	44.32859	-89.18082
Haloragaceae	44.32859	-89.18082
Typhaceae	44.328	-86.26294
Plantaginaceae	44.32747	-85.145565
Lythraceae	44.32804	-84.80363
Potamogetonaceae	44.32864	-89.18587
Lythraceae	44.3286	-94.2408
Potamogetonaceae	44.32879	-89.18172
Potamogetonaceae	44.32864	-89.18587
Haloragaceae	44.328589	-89.182
Typhaceae	44.32991	-86.14825
Potamogetonaceae	44.3297	-89.1744
Haloragaceae	44.32993	-75.98482
Lythraceae	44.3297	-89.1744
Haloragaceae	44.3297	-89.1744
Haloragaceae	44.33117	-74.395165
Haloragaceae	44.33118	-89.18246
Haloragaceae	44.33025	-88.63235
Haloragaceae	44.33013	-89.19005
Haloragaceae	44.33128	-74.39772
Potamogetonaceae	44.33118	-89.18246
Haloragaceae	44.3334	-89.82989
Haloragaceae	44.33349	-89.16027
Haloragaceae	44.333033	-89.160114
Haloragaceae	44.331707	-75.982561
Haloragaceae	44.33319	-85.85074
Haloragaceae	44.3333	-74.0197
Haloragaceae	44.3333	-74.0197
Potamogetonaceae	44.33306	-89.183
Lythraceae	44.3334	-89.82989
Potamogetonaceae	44.3334	-89.82989
Lythraceae	44.333384	-73.331239
Hydrocharitaceae	44.333667	-84.130573
Brassicaceae	44.333667	-84.130573
Haloragaceae	44.335534	-89.1562
Haloragaceae	44.334144	-89.169837
Haloragaceae	44.33466	-89.1674
Lythraceae	44.33413	-89.16926
Haloragaceae	44.33578	-89.15608
Haloragaceae	44.33427	-85.29356
Brassicaceae	44.333667	-84.130573
Lythraceae	44.33579	-89.15609
Juncaceae	44.336535	-88.410017
Lythraceae	44.33373	-85.23516
Typhaceae	44.336535	-88.410017
Haloragaceae	44.33644	-85.84882
Haloragaceae	44.3353	-74.1531
Lythraceae	44.3352	-84.88951
Lythraceae	44.336535	-88.410017
Haloragaceae	44.33842	-89.16726
Haloragaceae	44.33842	-89.16726
Haloragaceae	44.33917	-93.39194
Potamogetonaceae	44.33947	-85.84727
Haloragaceae	44.33947	-85.22534
Typhaceae	44.33945	-85.84705
Haloragaceae	44.34089	-89.14443
Haloragaceae	44.34082	-89.1444
Lythraceae	44.34089	-89.14443
Potamogetonaceae	44.341203	-89.838504
Haloragaceae	44.341645	-89.150392
Haloragaceae	44.34104	-89.82755
Haloragaceae	44.341997	-74.152378
Haloragaceae	44.340118	-89.826193
Haloragaceae	44.340811	-89.144559
Lythraceae	44.34199	-89.14034
Haloragaceae	44.34204	-89.14991
Haloragaceae	44.341997	-74.152378
Haloragaceae	44.34198	-89.14034
Lythraceae	44.34205	-89.14991
Haloragaceae	44.3422	-89.139836
Haloragaceae	44.34205	-89.14991
Potamogetonaceae	44.34199	-89.14034
Potamogetonaceae	44.3441	-85.84406
Haloragaceae	44.34286	-74.15385
Haloragaceae	44.34497	-87.71304
Haloragaceae	44.34296	-84.72845
Potamogetonaceae	44.34579	-89.08723
Haloragaceae	44.345949	-91.941833
Lythraceae	44.34579	-89.08723
Haloragaceae	44.34425	-85.84396
Haloragaceae	44.34485	-85.84217
Lythraceae	44.3466	-89.15365
Haloragaceae	44.34579	-89.08723
Lythraceae	44.34693	-85.43982
Marsileaceae	44.34693	-85.43982
Haloragaceae	44.3466	-89.15365
Haloragaceae	44.346645	-89.15344
Juncaceae	44.34693	-85.43982
Lythraceae	44.34728	-89.14086
Haloragaceae	44.3466	-89.15365
Typhaceae	44.34739	-86.22002
Potamogetonaceae	44.34728	-89.14086
Iridaceae	44.347	-89.08849
Haloragaceae	44.34728	-89.14086
Brassicaceae	44.348087	-93.283024
Haloragaceae	44.34728	-89.14086
Haloragaceae	44.34881	-88.861
Typhaceae	44.34891	-85.83958
Haloragaceae	44.347756	-89.140391
Haloragaceae	44.348869	-88.861498
Potamogetonaceae	44.34919	-85.83835
Iridaceae	44.34846	-89.08361
Potamogetonaceae	44.35018	-89.08308
Haloragaceae	44.35037	-73.08518
Haloragaceae	44.35037	-73.08518
Haloragaceae	44.35204	-85.83512
Lythraceae	44.35018	-89.08308
Lythraceae	44.35044	-86.20402
Potamogetonaceae	44.351841	-104.87136
Iridaceae	44.35331	-86.19563
Iridaceae	44.35347	-86.24832
Potamogetonaceae	44.35204	-85.83512
Brassicaceae	44.35585	-83.63592
Haloragaceae	44.35502	-85.83529
Potamogetonaceae	44.355	-85.83525
Plantaginaceae	44.355243	-84.654418
Haloragaceae	44.355243	-84.654418
Lythraceae	44.35585	-83.63592
Typhaceae	44.355243	-84.654418
Haloragaceae	44.35674	-89.17329
Plantaginaceae	44.35585	-83.63592
Haloragaceae	44.35585	-83.63592
Typhaceae	44.35698	-85.83486
Potamogetonaceae	44.35873	-85.83597
Potamogetonaceae	44.359995	-87.7137
Potamogetonaceae	44.36002	-87.71344
Haloragaceae	44.36002	-87.71344
Typhaceae	44.360984	-93.747137
Typhaceae	44.36139	-86.19601
Potamogetonaceae	44.36131	-88.65115
Brassicaceae	44.360984	-93.747137
Haloragaceae	44.362	-85.83607
Potamogetonaceae	44.36432	-85.82136
Apiaceae	44.360984	-93.747137
Potamogetonaceae	44.3653	-89.74039
Haloragaceae	44.36436	-85.82149
Haloragaceae	44.3653	-89.74039
Haloragaceae	44.36605	-88.933
Potamogetonaceae	44.36605	-88.933
Lythraceae	44.36605	-88.933
Haloragaceae	44.366178	-70.639509
Potamogetonaceae	44.367122	-89.723883
Haloragaceae	44.367122	-89.723883
Haloragaceae	44.36875	-69.9743
Brassicaceae	44.3687	-86.21031
Haloragaceae	44.36946	-86.2478
Typhaceae	44.36933	-86.21546
Haloragaceae	44.370886	-73.084568
Brassicaceae	44.37048	-86.03842
Haloragaceae	44.370886	-73.084568
Haloragaceae	44.37278	-93.39611
Lythraceae	44.37274	-85.82539
Brassicaceae	44.37417	-86.05
Haloragaceae	44.37505	-73.22013
Lythraceae	44.37503	-89.21594
Haloragaceae	44.37591	-70.6516
Typhaceae	44.37662	-91.753095
Hydrocharitaceae	44.37607	-75.81902
Brassicaceae	44.37662	-91.753095
Brassicaceae	44.37662	-91.753095
Boraginaceae	44.37662	-91.753095
Potamogetonaceae	44.37662	-91.753095
Potamogetonaceae	44.379453	-90.12188
Haloragaceae	44.37847	-73.08671
Lythraceae	44.382766	-68.535461
Typhaceae	44.38327	-85.98007
Typhaceae	44.38334	-85.9802
Haloragaceae	44.386	-73.45293
Iridaceae	44.38631	-88.2971
Haloragaceae	44.386718	-73.160681
Potamogetonaceae	44.3863	-88.2971
Haloragaceae	44.385883	-73.452632
Potamogetonaceae	44.38715	-90.12002
Haloragaceae	44.386718	-73.160681
Potamogetonaceae	44.38813	-92.0213
Brassicaceae	44.38907	-114.65937
Brassicaceae	44.38907	-114.65937
Typhaceae	44.38907	-114.65937
Poaceae	44.38907	-114.65937
Brassicaceae	44.38907	-114.65937
Boraginaceae	44.38907	-114.65937
Potamogetonaceae	44.392256	-116.851251
Haloragaceae	44.39306	-93.32389
Lythraceae	44.393	-84.66054
Potamogetonaceae	44.393364	-89.342256
Brassicaceae	44.393242	-114.98203
Potamogetonaceae	44.39412	-89.33884
Typhaceae	44.39611	-85.7586
Lythraceae	44.39895	-84.76025
Potamogetonaceae	44.39935	-75.8494
Haloragaceae	44.39935	-75.8494
Characeae	44.39935	-75.8494
Lythraceae	44.39929	-90.12572
Lythraceae	44.4017	-90.13
Potamogetonaceae	44.40087	-88.27748
Lythraceae	44.40273	-85.74199
Butomaceae	44.401	-73.2369
Typhaceae	44.40511	-85.72115
Hydrocharitaceae	44.40538	-75.0717
Haloragaceae	44.404	-73.2384
Hydrocharitaceae	44.405617	-75.071311
Potamogetonaceae	44.4094	-92.08446
Potamogetonaceae	44.4094	-92.08446
Haloragaceae	44.41072	-89.01686
Lythraceae	44.4108	-92.1433
Potamogetonaceae	44.41072	-89.01686
Lythraceae	44.41072	-89.01686
Typhaceae	44.41238	-95.825676
Typhaceae	44.41333	-86.03937
Haloragaceae	44.41421	-83.98104
Hydrocharitaceae	44.41439	-73.7196
Typhaceae	44.41331	-86.03843
Lythraceae	44.41489	-84.80528
Lythraceae	44.41299	-88.94283
Potamogetonaceae	44.414581	-92.69681
Lythraceae	44.41477	-84.78528
Lythraceae	44.41484	-83.8151
Lythraceae	44.41452	-83.8554
Lythraceae	44.4147	-84.785
Haloragaceae	44.41502	-74.73115
Potamogetonaceae	44.41993	-73.99017
Lythraceae	44.41886	-89.25108
Lythraceae	44.418893	-83.858114
Haloragaceae	44.420529	-89.344837
Haloragaceae	44.41993	-73.99017
Haloragaceae	44.4208	-89.34512
Lythraceae	44.42	-89.25114
Potamogetonaceae	44.4208	-89.34512
Typhaceae	44.42041	-98.20235
Typhaceae	44.42495	-85.94109
Butomaceae	44.42394	-83.3306
Lythraceae	44.42212	-83.85455
Lythraceae	44.4233	-88.1423
Lythraceae	44.4225	-93.3658
Haloragaceae	44.42339	-70.531174
Typhaceae	44.42436	-85.94191
Haloragaceae	44.42601	-87.85275
Haloragaceae	44.42357	-70.5309
Typhaceae	44.42638	-85.93921
Lythraceae	44.4263	-83.91886
Typhaceae	44.42633	-85.9392
Haloragaceae	44.42841	-89.51166
Typhaceae	44.42744	-98.20599
Potamogetonaceae	44.42963	-89.27589
Typhaceae	44.42744	-98.20599
Typhaceae	44.42816	-86.00024
Typhaceae	44.42874	-83.44069
Lythraceae	44.4294	-88.2741
Lythraceae	44.42962	-89.27583
Lythraceae	44.42942	-88.27412
Potamogetonaceae	44.42964	-89.27597
Haloragaceae	44.430838	-73.979874
Lythraceae	44.43122	-92.07976
Lythraceae	44.4318	-83.38056
Haloragaceae	44.43469	-89.77901
Haloragaceae	44.43525	-89.394005
Lythraceae	44.43311	-84.66979
Haloragaceae	44.43532	-89.3942
Potamogetonaceae	44.43569	-89.33336
Haloragaceae	44.43561	-74.746576
Lythraceae	44.435327	-92.239341
Hydrocharitaceae	44.43614	-100.23049
Boraginaceae	44.43614	-100.23049
Brassicaceae	44.43614	-100.23049
Brassicaceae	44.43614	-100.23049
Potamogetonaceae	44.4357	-89.33337
Typhaceae	44.43614	-100.23049
Potamogetonaceae	44.437467	-92.192951
Potamogetonaceae	44.437548	-73.972369
Lythraceae	44.43745	-83.80888
Iridaceae	44.43666	-89.38134
Typhaceae	44.43833	-86.12619
Potamogetonaceae	44.444216	-73.317907
Haloragaceae	44.44401	-74.74819
Haloragaceae	44.44807	-89.5222
Boraginaceae	44.448819	-89.968934
Haloragaceae	44.44866	-89.70634
Lamiaceae	44.448819	-89.968934
Haloragaceae	44.44865	-89.70634
Haloragaceae	44.44886	-89.73151
Iridaceae	44.44853	-89.70248
Potamogetonaceae	44.448819	-89.968934
Haloragaceae	44.450325	-74.759045
Haloragaceae	44.450203	-69.817772
Lythraceae	44.45262	-89.2832
Lythraceae	44.4523	-88.0653
Boraginaceae	44.453029	-88.955836
Brassicaceae	44.453029	-88.955836
Lythraceae	44.453029	-88.955836
Potamogetonaceae	44.45333	-89.28196
Potamogetonaceae	44.45679	-89.28241
Lythraceae	44.45734	-88.01673
Potamogetonaceae	44.45747	-89.04353
Haloragaceae	44.45838	-73.49652
Haloragaceae	44.45996	-73.50008
Haloragaceae	44.45838	-73.49652
Haloragaceae	44.45838	-73.49652
Lythraceae	44.46544	-92.06425
Lythraceae	44.4661	-116.716
Lythraceae	44.4661	-116.716
Haloragaceae	44.46432	-100.42753
Potamogetonaceae	44.46479	-89.14072
Potamogetonaceae	44.464845	-89.141006
Lythraceae	44.4661	-116.716
Haloragaceae	44.46479	-89.14072
Lythraceae	44.46778	-87.97691
Potamogetonaceae	44.46432	-100.42753
Butomaceae	44.46761	-88.90705
Haloragaceae	44.46864	-88.90659
Haloragaceae	44.46729	-89.57201
Lythraceae	44.46729	-89.57201
Hydrocharitaceae	44.46515	-73.39966
Potamogetonaceae	44.46864	-88.90659
Haloragaceae	44.46729	-89.57201
Haloragaceae	44.46729	-89.57201
Lythraceae	44.4676	-88.0079
Haloragaceae	44.46729	-89.57201
Lythraceae	44.46864	-88.90659
Haloragaceae	44.46729	-89.57201
Lythraceae	44.47029	-89.33781
Haloragaceae	44.47029	-89.33781
Lythraceae	44.46947	-88.00187
Potamogetonaceae	44.472256	-89.545097
Haloragaceae	44.47029	-89.33781
Potamogetonaceae	44.47029	-89.33781
Potamogetonaceae	44.470807	-89.337059
Haloragaceae	44.47269	-89.54284
Nymphaeaceae	44.47269	-89.54234
Araceae	44.472256	-89.545097
Haloragaceae	44.473305	-89.390115
Potamogetonaceae	44.47269	-89.54284
Haloragaceae	44.47357	-89.39027
Potamogetonaceae	44.47357	-89.39027
Iridaceae	44.47545	-89.29536
Lythraceae	44.47509	-92.05603
Typhaceae	44.47615	-85.92425
Typhaceae	44.47765	-85.92971
Haloragaceae	44.47808	-69.7901
Lythraceae	44.47916	-92.05405
Lythraceae	44.47824	-92.05392
Lythraceae	44.47985	-92.05434
Lythraceae	44.4803	-92.2619
Potamogetonaceae	44.48083	-106.75071
Potamogetonaceae	44.48094	-89.57159
Haloragaceae	44.48077	-74.7575
Haloragaceae	44.48414	-89.56678
Potamogetonaceae	44.48279	-89.57208
Potamogetonaceae	44.4837	-89.56716
Typhaceae	44.48586	-86.17076
Lythraceae	44.48401	-92.05549
Typhaceae	44.48474	-86.17081
Potamogetonaceae	44.4846	-89.56651
Iridaceae	44.48465	-89.2169
Haloragaceae	44.4861	-73.93988
Lythraceae	44.48465	-89.2169
Potamogetonaceae	44.48579	-89.56547
Haloragaceae	44.4846	-89.56651
Haloragaceae	44.4861	-73.93988
Haloragaceae	44.48855	-89.20986
Haloragaceae	44.48547	-73.85472
Typhaceae	44.48908	-85.9791
Typhaceae	44.48766	-86.03899
Potamogetonaceae	44.486525	-89.522423
Potamogetonaceae	44.48774	-89.5598
Typhaceae	44.486525	-89.522423
Typhaceae	44.48774	-85.97912
Hydrocharitaceae	44.48743	-75.57455
Haloragaceae	44.48653	-89.56151
Lythraceae	44.48653	-89.56151
Haloragaceae	44.48855	-89.20986
Lythraceae	44.4887	-83.79969
Haloragaceae	44.48855	-89.20986
Typhaceae	44.48925	-85.9168
Lythraceae	44.4892	-92.45
Hydrocharitaceae	44.49108	-74.33628
Haloragaceae	44.491118	-73.935242
Haloragaceae	44.491118	-73.935242
Haloragaceae	44.4931	-73.8236
Lythraceae	44.49248	-86.01332
Lythraceae	44.493492	-88.032769
Typhaceae	44.493492	-88.032769
Iridaceae	44.493492	-88.032769
Typhaceae	44.49321	-86.22578
Potamogetonaceae	44.493492	-88.032769
Brassicaceae	44.493492	-88.032769
Boraginaceae	44.493492	-88.032769
Brassicaceae	44.493492	-88.032769
Juncaceae	44.493492	-88.032769
Lythraceae	44.49644	-85.99075
Haloragaceae	44.49521	-87.47338
Typhaceae	44.49847	-85.9791
Haloragaceae	44.496873	-75.611
Typhaceae	44.49708	-86.036
Potamogetonaceae	44.49771	-89.54807
Iridaceae	44.4982	-86.0357
Haloragaceae	44.49771	-89.54807
Potamogetonaceae	44.49706	-92.29197
Haloragaceae	44.49944	-75.61237
Typhaceae	44.49904	-85.8999
Iridaceae	44.49681	-86.03057
Lythraceae	44.49783	-86.03543
Haloragaceae	44.49771	-89.54807
Potamogetonaceae	44.49944	-75.61237
Haloragaceae	44.50005	-73.20207
Lythraceae	44.50137	-87.93735
Lythraceae	44.50082	-92.0526
Lythraceae	44.50248	-92.04713
Lythraceae	44.5047	-87.9906
Lythraceae	44.5043	-85.97407
Potamogetonaceae	44.50581	-89.549904
Haloragaceae	44.507266	-73.915562
Iridaceae	44.5067	-73.2364
Lythraceae	44.50741	-87.9675
Characeae	44.50621	-83.3336
Potamogetonaceae	44.50856	-97.08569
Lythraceae	44.50787	-86.03939
Haloragaceae	44.50857	-74.78998
Lythraceae	44.50972	-85.96151
Brassicaceae	44.512741	-68.415711
Iridaceae	44.51235	-86.0438
Lythraceae	44.5139	-86.04402
Lythraceae	44.5153	-92.3533
Iridaceae	44.51855	-86.05559
Lythraceae	44.51475	-85.96236
Haloragaceae	44.51744	-74.91526
Butomaceae	44.5162	-92.9714
Lythraceae	44.51865	-86.05552
Iridaceae	44.5184	-86.04655
Potamogetonaceae	44.5175	-89.5375
Haloragaceae	44.51923	-89.13155
Lythraceae	44.52012	-89.60173
Iridaceae	44.5208	-86.06013
Lythraceae	44.52222	-89.13226
